notation;title;description;id
;GA - Geschlossen Ankreuzen;;001
;GK - Geschlossen Kodieren;;002
;0/1 - Einfach dichotom;;003
;1+ - Mehrere Variablen und/oder Codes;;004
;PL - Produktive Leistung;;005
